combo_id,Gory_Images,violence_content,violence_setting,violence_style,reactions_to_violence,violence_presentation,blood_gore_level,war_setting,injury_penalties,violent_overtones,violence_setting_context,pixelated_childlike_style,reactions_to_violence_type,violence_presentation_style,blood_gore_level_associated,creatures_human_behaviour,violence_against_real_animals,violent_overtones_present,disturbing_images_explicitness,blood_unrelated_description,summary,country,rating
72,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Mild/Limited,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Mild/Limited blood and gore | Violence towards defenseless characters without penalties,North America,Everyone 10+
73,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Teen
74,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,Yes,No,No,,,,,,,,,,,"App has ratings-relevant content as part of the downloaded app package | Nipple-less breasts or breasts with minimal coverage, e.g., pasties, long hair (often) | Female fantasy creatures' breasts, e.g., harpies (rarely) | Female human breasts with nipples (often) | Genitalia (rarely) | Nudity in an erotic setting or context",North America,Mature 17+
75,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
76,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,Yes,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Teen
77,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,Yes,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
78,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,Yes,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties,North America,Teen
79,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,No,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Fierce sounds or dark overtones,North America,Teen
80,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,No,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore,North America,Teen
81,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,No,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
82,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,No,"Yes, with penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Violence towards defenseless characters with penalties,North America,Teen
83,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,No,"Yes, without penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
84,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,Moderate,No,"Yes, without penalties",No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | Moderate blood and gore | Violence towards defenseless characters without penalties,North America,Teen
85,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,High,Yes,No,Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | High amount of blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Teen
86,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,High,Yes,No,No,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | High amount of blood and gore | Realistic or historical war setting,North America,Teen
87,Yes,Violence or implied violence against humans,Fantastical,"Yes, it has a childlike style (e.g., likely to appeal to younger children)",Unrealistic,Implied but not seen,High,Yes,"Yes, with penalties",Yes,,,,,,,,,,,Game contains violence against humans | This content occurs in a fantastical setting | Style is childlike | Reactions to violence are depicted unrealistically | Violence is implied | High amount of blood and gore | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
